Iron, Fe;Carbon, C;Sulfur, S;Silicon, Si;Phosphorous, P;Manganese, Mn;Chromium, Cr;Nickel, Ni;Molybdenum, Mo;Copper, Cu;Density;Hardness, Vickers;Thermal Conductivity;Specific Heat Capacity;CTE, linear;Electrical Resistivity;Elongation at Break;Bulk Modulus;Modulus of Elasticity;Shear Modulus;Poissons Ratio;Tensile Strength, Yield;Tensile Strength, Ultimate
95.175 - 96.27 %;0.38 - 0.43 %;<= 0.020 %;0.15 - 0.30 %;<= 0.025 %;0.65 - 0.85 %;0.70 - 0.90 %;1.65 - 2.0 %;0.20 - 0.30 %;0%;7.85 g/cc;228;44.5 W/m-K;0.475 J/g-°C;11.3 µm/m-°C @Temperature 20.0 °C;0.0000248 ohm-cm @Temperature 20.0 °C;22 %;152 GPa;192 GPa;74.0 GPa;0.29;475 MPa;745 MPa
96.975 - 98.05 %;0.15 - 0.20 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.70 - 0.90 %;0.40 - 0.60 %;0.40 - 0.70 %;0.15 - 0.25 %;0%;7.85 g/cc;261;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;19 %;160 GPa;205 GPa;80.0 GPa;0.29;625 MPa;834 MPa
9.0 %;<= 0.0300 %;<= 0.0100 %;0.20 %;<= 0.0100 %;0.90 %;29.5 %;58.5 %;<= 0.100 %;0%;8.10 g/cc;NA;11.0 W/m-K @Temperature 20.0 C;NA;15.0 m/m-C @Temperature 30.0 - 400 C;NA;32 % @Temperature 20.0 C;NA;NA;NA;NA;330 MPa @Strain 0.200 %, Temperature 400 C;520 MPa @Temperature 400 C
96.745 - 98.22 %;0.18 - 0.23 %;<= 0.040 %;0.15 - 0.35 %;<= 0.035 %;0.60 - 0.95 %;0.35 - 0.65 %;0.35 - 0.75 %;0.15 - 0.25 %;0%;7.85 g/cc;411;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;12 %;160 GPa;205 GPa;80.0 GPa;0.29;1035 MPa;1325 MPa
0%;<= 0.0200 %;0%;1.0 %;0%;0.80 %;18.5 %;12 %;2.8 %;0%;NA;NA;NA;NA;NA;NA;35 %;NA;NA;NA;NA;590 MPa @Strain 0.200 %;590 MPa
96.745 - 98.22 %;0.18 - 0.23 %;<= 0.040 %;0.15 - 0.35 %;<= 0.035 %;0.60 - 0.95 %;0.35 - 0.65 %;0.35 - 0.75 %;0.15 - 0.25 %;0%;7.85 g/cc;411;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;12.5 %;160 GPa;205 GPa;80.0 GPa;0.29;1036 MPa;1324 MPa
86.37 %;0.13 %;0%;0.20 %;0%;0.25 %;4.2 %;3.4 %;4.25 %;0%;7.86 g/cc;NA;NA;NA;11.2 µm/m-°C @Temperature 21.0 - 204 °C;NA;NA;NA;203 GPa;NA;NA;NA;NA
96.895 - 98.02 %;0.18 - 0.23 %;<= 0.040 %;0.15 - 0.35 %;<= 0.035 %;0.70 - 0.90 %;0.40 - 0.60 %;0.40 - 0.70 %;0.15 - 0.25 %;0%;7.85 g/cc;276;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;22.5 %;160 GPa;205 GPa;80.0 GPa;0.29;533 MPa;898 MPa
95.745 - 97.18 %;0.17 - 0.23 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.40 - 0.70 %;0.35 - 0.65 %;1.55 - 2.0 %;0.20 - 0.30 %;0%;7.85 g/cc;247;44.5 W/m-K;0.475 J/g-°C;11.3 µm/m-°C @Temperature -18.0 - 95.0 °C;0.0000245 ohm-cm;20.8 %;160 GPa;205 GPa;80.0 GPa;0.29;460 MPa;793 MPa
96.54 - 97.67 %;0.48 - 0.53 %;<= 0.045 %;0.15 - 0.30 %;<= 0.035 %;0.75 - 1.0 %;0.40 - 0.60 %;0.40 - 0.70 %;0.15 - 0.25 %;0%;7.85 g/cc;292;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;21.2 %;160 GPa;205 GPa;80.0 GPa;0.29;834 MPa;931 MPa
>= 95.31 %;<= 0.070 %;<= 0.025 %;<= 0.40 %;<= 0.025 %;0.40 - 0.70 %;0.60 - 0.90 %;0.70 - 1.0 %;0.15 - 0.25 %;1.0 - 1.3 %;7.80 g/cc;NA;NA;NA;NA;NA;>= 20 %;NA;NA;NA;NA;>= 448 MPa;NA
96.925 - 98 %;0.20 - 0.25 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.70 - 0.90 %;0.40 - 0.60 %;0.40 - 0.70 %;0.15 - 0.25 %;0%;7.85 g/cc;411;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;12.8 %;160 GPa;205 GPa;80.0 GPa;0.29;928 MPa @Strain 0.200 %;1314 MPa
96.17 %;0.070 %;0.025 %;0.40 %;0.025 %;0.40 - 0.70 %;0.60 - 0.90 %;0.70 - 1.0 %;0%;1.0 - 1.3 %;7.80 g/cc;NA;52.0 W/m-K;0.470 J/g-°C;12.0 µm/m-°C;0.0000170 ohm-cm;20 %;160 GPa;200 GPa;80.0 GPa;0.29;345 MPa;415 - 550 MPa
<= 2.00 %;<= 0.0500 %;<= 0.0100 %;0.40 %;<= 0.0150 %;1.0 %;21 %;60 %;9.0 %;0%;NA;NA;NA;NA;NA;NA;30 %;NA;NA;NA;NA;530 MPa @Strain 0.200 %;770 MPa
94.6 %;0.85 - 1.0 %;<= 0.025 %;0.50 - 0.80 %;<= 0.025 %;1.4 - 1.7 %;1.4 - 1.8 %;0.25 %;<= 0.10 %;0.35 %;7.80 g/cc;NA;52.0 W/m-K;0.470 J/g-°C;12.0 µm/m-°C;0.0000170 ohm-cm;NA;160 GPa;200 GPa;80.0 GPa;0.29;NA;NA
96.21 - 97.65 %;0.15 - 0.21 %;<= 0.040 %;0.15 - 0.30 %;<= 0.040 %;0.60 - 0.95 %;0.30 - 0.60 %;0.85 - 1.25 %;0.30 - 0.40 %;0%;7.85 g/cc;361;44.5 W/m-K;0.475 J/g-°C;NA;0.0000245 ohm-cm;9.6 %;160 GPa;205 GPa;80.0 GPa;0.29;735 MPa;1131 MPa
95.33 - 97.13 %;<= 0.070 %;<= 0.025 %;<= 0.40 %;<= 0.025 %;0.40 - 0.70 %;0.60 - 0.90 %;0.70 - 1.0 %;0.15 - 0.25 %;1.0 - 1.3 %;7.85 g/cc;NA;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;20 %;160 GPa;205 GPa;80.0 GPa;0.29;415 MPa;495 MPa
95.195 - 96.33 %;0.37 - 0.43 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.60 - 0.80 %;0.70 - 0.90 %;1.65 - 2.0 %;0.20 - 0.30 %;0%;7.85 g/cc;292;44.5 W/m-K;0.475 J/g-°C;10.4 µm/m-°C @Temperature 20.0 °C;0.0000248 ohm-cm @Temperature 20.0 °C;20 %;159 GPa;200 GPa;78.0 GPa;0.29;883 MPa;958 MPa
95.855 - 96.98 %;0.17 - 0.22 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.45 - 0.65 %;0.40 - 0.60 %;1.65 - 2.0 %;0.20 - 0.30 %;0%;7.85 g/cc;309;44.5 W/m-K;0.475 J/g-°C;11.3 µm/m-°C @Temperature -18.0 - 95.0 °C;0.0000245 ohm-cm;15 %;160 GPa;205 GPa;80.0 GPa;0.29;793 MPa;958 MPa
0%;0.017 %;0.012 %;0.40 %;0.020 %;0.90 %;16 %;5.5 %;1.0 %;0%;NA;NA;NA;NA;NA;NA;20 %;NA;NA;NA;NA;470 MPa @Strain 0.200 %;850 MPa
95.175 - 96.27 %;0.38 - 0.43 %;<= 0.020 %;0.15 - 0.30 %;<= 0.025 %;0.65 - 0.85 %;0.70 - 0.90 %;1.65 - 2.0 %;0.20 - 0.30 %;0%;7.85 g/cc;384;44.5 W/m-K;0.475 J/g-°C;12.3 µm/m-°C @Temperature 20.0 °C;0.0000248 ohm-cm @Temperature 20.0 °C;13.7 %;159 GPa;200 GPa;78.0 GPa;0.29;1165 MPa;1255 MPa
96.592 - 97.7195 %;0.43 - 0.48 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.75 - 1.0 %;0.40 - 0.60 %;0.40 - 0.70 %;0.15 - 0.25 %;0%;7.85 g/cc;360;NA;NA;NA;NA;15 %;160 GPa;NA;80.0 GPa;NA;1080 MPa;1157 MPa
93.77 - 95.19 %;0.080 - 0.13 %;<= 0.025 %;0.20 - 0.35 %;<= 0.025 %;0.45 - 0.65 %;1.0 - 1.4 %;3.0 - 3.5 %;0.080 - 0.15 %;0%;7.85 g/cc;276;51.9 W/m-K;0.472 J/g-°C;11.5 µm/m-°C @Temperature 20.0 °C;0.0000174 ohm-cm;19.5 %;160 GPa;200 GPa;80.0 GPa;0.29;565 MPa;903 MPa
96.882 - 98.20 %;0.42 - 0.49 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.70 - 1.05 %;0.30 - 0.60 %;0.15 - 0.45 %;0.080 - 0.15 %;0%;7.85 g/cc;211;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;NA;160 GPa;205 GPa;80.0 GPa;0.29;NA;NA
95.945 - 97.02 %;0.38 - 0.43 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.70 - 0.90 %;0.70 - 0.90 %;0.85 - 1.15 %;0.20 - 0.30 %;0%;7.87 g/cc;382;51.9 W/m-K;0.472 J/g-°C;11.5 µm/m-°C @Temperature 20.0 °C;0.0000174 ohm-cm;15 %;160 GPa;200 GPa;80.0 GPa;0.29;1105 MPa;1240 MPa
72.65 %;0.15 %;0%;0.10 %;0%;0.10 %;2.0 %;10 %;1.0 %;0%;7.83 g/cc;NA;NA;NA;NA;NA;16 %;NA;203 GPa;NA;NA;1517 MPa;1670 MPa
96.745 - 98.13 %;0.22 - 0.28 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.65 - 0.95 %;0.35 - 0.65 %;0.35 - 0.75 %;0.15 - 0.25 %;0%;7.85 g/cc;211;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;NA;160 GPa;205 GPa;80.0 GPa;0.29;NA;NA
>= 96.16 %;<= 0.20 %;<= 0.050 %;0.15 - 0.50 %;<= 0.040 %;0.75 - 1.35 %;0.40 - 0.70 %;<= 0.50 %;0%;0.20 - 0.40 %;7.80 g/cc;NA;NA;NA;NA;NA;>= 19 %;NA;NA;NA;NA;>= 290 MPa;NA
93.77 - 95.19 %;0.080 - 0.13 %;<= 0.025 %;0.20 - 0.35 %;<= 0.025 %;0.45 - 0.65 %;1.0 - 1.4 %;3.0 - 3.5 %;0.080 - 0.15 %;0%;7.85 g/cc;309;51.9 W/m-K;0.472 J/g-°C;11.5 µm/m-°C @Temperature 20.0 °C;0.0000174 ohm-cm;18.5 %;160 GPa;200 GPa;80.0 GPa;0.29;745 MPa;1000 MPa
96.895 - 98.02 %;0.18 - 0.23 %;<= 0.040 %;0.15 - 0.35 %;<= 0.035 %;0.70 - 0.90 %;0.40 - 0.60 %;0.40 - 0.70 %;0.15 - 0.25 %;0%;7.85 g/cc;207;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;26.3 %;160 GPa;205 GPa;80.0 GPa;0.29;370 MPa;660 MPa
0%;<= 0.0200 %;<= 0.0150 %;0.50 %;<= 0.0200 %;1.6 %;23 %;9.0 %;3.1 %;0%;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
93.77 - 95.19 %;0.080 - 0.13 %;<= 0.025 %;0.20 - 0.35 %;<= 0.025 %;0.45 - 0.65 %;1.0 - 1.4 %;3.0 - 3.5 %;0.080 - 0.15 %;0%;7.85 g/cc;284;51.9 W/m-K;0.472 J/g-°C;11.5 µm/m-°C @Temperature 20.0 °C;0.0000174 ohm-cm;18.8 %;160 GPa;200 GPa;80.0 GPa;0.29;570 MPa;910 MPa
94.73 %;0.37 %;0%;0.30 %;0%;1.4 %;2.0 %;1.0 %;0.20 %;0%;7.81 g/cc;NA;29.1 W/m-K @Temperature 20.0 °C;0.460 J/g-°C @Temperature 20.0 °C;12.7 µm/m-°C @Temperature 20.0 - 200 °C;NA;14 % @Thickness 25.4 mm;NA;205 GPa;NA;NA;827 MPa @Diameter 25.4 mm;979 MPa @Thickness 25.4 mm, Temperature 200 °C
96.675 - 97.8 %;0.20 - 0.25 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.75 - 1.0 %;0.40 - 0.60 %;0.40 - 0.70 %;0.30 - 0.40 %;0%;7.85 g/cc;440;51.9 W/m-K;0.472 J/g-°C;11.5 µm/m-°C @Temperature 20.0 °C;0.0000174 ohm-cm;13 %;160 GPa;200 GPa;80.0 GPa;0.29;1041 MPa @Strain 0.200 %;1451 MPa
96.57 - 97.82 %;0.38 - 0.46 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.70 - 1.0 %;0.35 - 0.60 %;0.40 - 0.70 %;0.20 - 0.30 %;0%;7.85 g/cc;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
95.745 - 97.18 %;0.17 - 0.23 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.40 - 0.70 %;0.35 - 0.65 %;1.55 - 2.0 %;0.20 - 0.30 %;0%;7.85 g/cc;211;44.5 W/m-K;0.475 J/g-°C;11.3 µm/m-°C @Temperature -18.0 - 95.0 °C;0.0000245 ohm-cm;22.3 %;160 GPa;205 GPa;80.0 GPa;0.29;395 MPa;703 MPa
96.745 - 98.02 %;0.28 - 0.33 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.65 - 0.95 %;0.40 - 0.60 %;0.35 - 0.75 %;0.15 - 0.25 %;0%;7.85 g/cc;217;46.6 W/m-K;0.475 J/g-°C;11.2 µm/m-°C @Temperature 21.0 - 100 °C;0.0000234 ohm-cm;16 %;160 GPa;187 GPa;72.0 GPa;0.30;550 MPa @Strain 0.200 %;620 MPa
95.855 - 96.98 %;0.17 - 0.22 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.45 - 0.65 %;0.40 - 0.60 %;1.65 - 2.0 %;0.20 - 0.30 %;0%;7.85 g/cc;319;44.5 W/m-K;0.475 J/g-°C;11.3 µm/m-°C @Temperature -18.0 - 95.0 °C;0.0000245 ohm-cm;15.5 %;160 GPa;205 GPa;80.0 GPa;0.29;848 MPa;1025 MPa
0%;0.030 %;<= 0.0250 %;0.50 %;<= 0.0300 %;0.70 %;25 %;9.5 %;4.0 %;0%;NA;NA;NA;NA;NA;NA;25 %;NA;NA;NA;NA;640 MPa @Strain 0.200 %;840 MPa
95.43 %;0.30 %;0%;0.30 %;0%;0.85 %;0.85 %;1.8 %;0.40 %;0%;7.83 g/cc;NA;NA;0.669 J/g-°C;NA;NA;11 %;NA;NA;NA;NA;1331 MPa;1550 MPa
96.485 - 97.93 %;0.37 - 0.44 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.70 - 1.05 %;0.35 - 0.65 %;0.35 - 0.75 %;0.15 - 0.25 %;0%;7.85 g/cc;459;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;NA;160 GPa;205 GPa;80.0 GPa;0.29;NA;NA
96.87 - 97.95 %;0.25 - 0.30 %;<= 0.045 %;0.15 - 0.30 %;<= 0.035 %;0.70 - 0.90 %;0.40 - 0.60 %;0.40 - 0.70 %;0.15 - 0.25 %;0%;7.85 g/cc;211;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;NA;160 GPa;205 GPa;80.0 GPa;0.29;NA;NA
95.195 - 96.33 %;0.37 - 0.43 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.60 - 0.80 %;0.70 - 0.90 %;1.65 - 2.0 %;0.20 - 0.30 %;0%;7.85 g/cc;358;44.5 W/m-K;0.475 J/g-°C;12.3 µm/m-°C @Temperature 20.0 °C;0.0000248 ohm-cm @Temperature 20.0 °C;NA;159 GPa;200 GPa;78.0 GPa;0.29;NA;NA
0%;<= 0.0200 %;<= 0.0150 %;0.40 %;<= 0.0150 %;2.0 %;23.5 %;29 %;5.4 %;1.8 %;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
96.327 - 97.8295 %;0.47 - 0.54 %;<= 0.045 %;0.15 - 0.35 %;<= 0.035 %;0.70 - 1.05 %;0.35 - 0.65 %;0.35 - 0.75 %;0.15 - 0.25 %;0%;7.85 g/cc;223;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;22.5 %;160 GPa;205 GPa;80.0 GPa;0.29;1076 MPa;1255 MPa
97.09 %;0.20 %;0.040 %;0.50 %;0.035 %;1.0 - 1.6 %;0.25 %;0.25 %;0.080 %;>= 0.35 %;7.80 g/cc;NA;52.0 W/m-K;0.470 J/g-°C;12.0 µm/m-°C;0.0000170 ohm-cm;17 %;160 GPa;200 GPa;80.0 GPa;0.29;515 MPa;655 - 795 MPa
96.745 - 98.22 %;0.18 - 0.23 %;<= 0.040 %;0.15 - 0.35 %;<= 0.035 %;0.60 - 0.95 %;0.35 - 0.65 %;0.35 - 0.75 %;0.15 - 0.25 %;0%;7.85 g/cc;350;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;16.5 %;160 GPa;205 GPa;80.0 GPa;0.29;910 MPa;1095 MPa
96.895 - 98.02 %;0.18 - 0.23 %;<= 0.040 %;0.15 - 0.35 %;<= 0.035 %;0.70 - 0.90 %;0.40 - 0.60 %;0.40 - 0.70 %;0.15 - 0.25 %;0%;7.85 g/cc;339;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;14 %;160 GPa;205 GPa;80.0 GPa;0.29;876 MPa;1075 MPa
96.745 - 98.02 %;0.28 - 0.33 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.65 - 0.95 %;0.40 - 0.60 %;0.35 - 0.75 %;0.15 - 0.25 %;0%;7.85 g/cc;235;46.6 W/m-K;0.475 J/g-°C;11.2 µm/m-°C @Temperature 21.0 - 100 °C;0.0000234 ohm-cm;22.5 %;160 GPa;205 GPa;80.0 GPa;0.29;615 MPa;765 MPa
95.015 - 96.48 %;0.37 - 0.44 %;<= 0.020 %;0.15 - 0.30 %;<= 0.025 %;0.60 - 0.95 %;0.65 - 0.95 %;1.55 - 2.0 %;0.20 - 0.30 %;0%;7.85 g/cc;301;44.5 W/m-K;0.475 J/g-°C;11.3 µm/m-°C @Temperature -70.0 - 20.0 °C;0.0000248 ohm-cm @Temperature 20.0 °C;20 %;159 GPa;200 GPa;78.0 GPa;0.29;938 MPa;1000 MPa
0%;<= 0.0200 %;<= 0.0150 %;0.30 %;<= 0.0200 %;1.0 %;27 %;6.5 %;5.0 %;0%;NA;300;NA;NA;NA;NA;25 %;NA;NA;NA;NA;690 MPa @Strain 0.200 %;890 MPa
96.595 - 97.72 %;0.38 - 0.43 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.75 - 1.0 %;0.40 - 0.60 %;0.40 - 0.70 %;0.20 - 0.30 %;0%;7.85 g/cc;292;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;18.5 %;160 GPa;205 GPa;80.0 GPa;0.29;841 MPa;979 MPa
96.425 - 97.6 %;0.55 - 0.65 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.75 - 1.0 %;0.40 - 0.60 %;0.40 - 0.70 %;0.15 - 0.25 %;0%;7.85 g/cc;208;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;NA;160 GPa;205 GPa;80.0 GPa;0.29;NA;NA
<= 10.0 %;<= 0.0500 %;<= 0.0100 %;<= 1.00 %;<= 0.0150 %;6.5 %;16 %;67 %;<= 1.50 %;<= 0.500 %;NA;NA;NA;NA;NA;NA;>= 30.0 %;NA;NA;NA;NA;>= 360 MPa @Strain 0.200 %;>= 620 MPa
97 %;0.10 - 0.20 %;0.040 %;0.15 - 0.35 %;0.035 %;0.60 - 1.0 %;0.40 - 0.65 %;0.70 - 1.0 %;0.40 - 0.60 %;0.15 - 0.50 %;7.80 g/cc;278;NA;NA;NA;NA;18 %;160 GPa;NA;80.0 GPa;NA;690 MPa @Strain 0.200 %;760 - 895 MPa
96.595 - 97.72 %;0.38 - 0.43 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.75 - 1.0 %;0.40 - 0.60 %;0.40 - 0.70 %;0.20 - 0.30 %;0%;7.85 g/cc;284;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;16 %;160 GPa;205 GPa;80.0 GPa;0.29;605 MPa;931 MPa
96.17 %;0.070 %;0.025 %;0.40 %;0.025 %;0.40 - 0.70 %;0.60 - 0.90 %;0.70 - 1.0 %;0%;1.0 - 1.3 %;7.80 g/cc;NA;52.0 W/m-K;0.470 J/g-°C;12.0 µm/m-°C;0.0000170 ohm-cm;20 %;160 GPa;200 GPa;80.0 GPa;0.29;415 MPa;485 - 620 MPa
95.015 - 96.48 %;0.37 - 0.44 %;<= 0.020 %;0.15 - 0.30 %;<= 0.025 %;0.60 - 0.95 %;0.65 - 0.95 %;1.55 - 2.0 %;0.20 - 0.30 %;0%;7.85 g/cc;284;44.5 W/m-K;0.475 J/g-°C;11.3 µm/m-°C @Temperature -70.0 - 20.0 °C;0.0000248 ohm-cm @Temperature 20.0 °C;20.5 %;159 GPa;200 GPa;78.0 GPa;0.29;834 MPa;931 MPa
96.54 - 97.67 %;0.48 - 0.53 %;<= 0.045 %;0.15 - 0.30 %;<= 0.035 %;0.75 - 1.0 %;0.40 - 0.60 %;0.40 - 0.70 %;0.15 - 0.25 %;0%;7.85 g/cc;350;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;17 %;160 GPa;205 GPa;80.0 GPa;0.29;1020 MPa;1140 MPa
0%;0.020 %;0.013 %;0.90 %;0.010 %;1.7 %;18.3 %;11.5 %;2.6 %;0%;NA;160;15.0 W/m-K @Temperature 20.0 C;NA;NA;NA;29 % @Temperature 400 C;NA;NA;NA;NA;290 MPa @Strain 0.200 %, Temperature 400 C;440 MPa @Temperature 400 C
95.855 - 96.98 %;0.17 - 0.22 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.45 - 0.65 %;0.40 - 0.60 %;1.65 - 2.0 %;0.20 - 0.30 %;0%;7.85 g/cc;455;44.5 W/m-K;0.475 J/g-°C;11.3 µm/m-°C @Temperature -18.0 - 95.0 °C;0.0000245 ohm-cm;13 %;160 GPa;205 GPa;80.0 GPa;0.29;1105 MPa;1495 MPa
95.8 - 98.1 %;0.10 - 0.20 %;<= 0.050 %;0.50 - 0.90 %;<= 0.040 %;0.75 - 1.25 %;0.50 - 0.90 %;<= 0.40 %;0%;<= 0.30 %;7.75 g/cc;NA;NA;NA;NA;NA;>= 18 %;NA;205 GPa;80.0 GPa;0.28;>= 345 MPa;NA
0%;0.060 %;<= 0.0300 %;1.5 %;<= 0.0300 %;0.80 %;22 %;10.5 %;0%;0%;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
96.925 - 98 %;0.20 - 0.25 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.70 - 0.90 %;0.40 - 0.60 %;0.40 - 0.70 %;0.15 - 0.25 %;0%;7.85 g/cc;372;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;11.3 %;160 GPa;205 GPa;80.0 GPa;0.29;693 MPa @Strain 0.200 %;1198 MPa
95.015 - 96.48 %;0.37 - 0.44 %;<= 0.020 %;0.15 - 0.30 %;<= 0.025 %;0.60 - 0.95 %;0.65 - 0.95 %;1.55 - 2.0 %;0.20 - 0.30 %;0%;7.85 g/cc;339;44.5 W/m-K;0.475 J/g-°C;11.3 µm/m-°C @Temperature 20.0 °C;0.0000248 ohm-cm @Temperature 20.0 °C;13.2 %;159 GPa;200 GPa;78.0 GPa;0.29;710 MPa;1110 MPa
96.692 - 98.0795 %;0.27 - 0.33 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.65 - 0.95 %;0.35 - 0.65 %;0.35 - 0.75 %;0.15 - 0.25 %;0%;7.85 g/cc;247;46.6 W/m-K;0.475 J/g-°C;11.2 µm/m-°C @Temperature 21.0 - 100 °C;0.0000234 ohm-cm;21.2 %;160 GPa;205 GPa;80.0 GPa;0.29;689 MPa;827 MPa
72.65 %;0.15 %;0%;0.10 %;0%;0.10 %;2.0 %;10 %;1.0 %;0%;7.83 g/cc;NA;NA;NA;NA;NA;16 %;NA;203 GPa;NA;NA;1517 MPa;1660 MPa
96.21 - 97.65 %;0.15 - 0.21 %;<= 0.040 %;0.15 - 0.30 %;<= 0.040 %;0.60 - 0.95 %;0.30 - 0.60 %;0.85 - 1.25 %;0.30 - 0.40 %;0%;7.85 g/cc;361;44.5 W/m-K;0.475 J/g-°C;NA;0.0000245 ohm-cm;15.3 %;160 GPa;205 GPa;80.0 GPa;0.29;812 MPa;1127 MPa
96.895 - 98.02 %;0.18 - 0.23 %;<= 0.040 %;0.15 - 0.35 %;<= 0.035 %;0.70 - 0.90 %;0.40 - 0.60 %;0.40 - 0.70 %;0.15 - 0.25 %;0%;7.85 g/cc;309;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;16 %;160 GPa;205 GPa;80.0 GPa;0.29;765 MPa;958 MPa
>= 95.635 %;<= 0.20 %;<= 0.040 %;<= 0.64 %;<= 0.035 %;<= 1.5 %;<= 0.70 %;<= 0.50 %;<= 0.10 %;<= 0.50 %;7.80 g/cc;NA;NA;NA;NA;NA;>= 16 %;NA;NA;NA;NA;>= 414 MPa;NA
95.33 - 97.13 %;<= 0.070 %;<= 0.025 %;<= 0.40 %;<= 0.025 %;0.40 - 0.70 %;0.60 - 0.90 %;0.70 - 1.0 %;0.15 - 0.25 %;1.0 - 1.3 %;7.85 g/cc;NA;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;20 %;160 GPa;205 GPa;80.0 GPa;0.29;550 MPa;620 MPa
95.195 - 96.33 %;0.37 - 0.43 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.60 - 0.80 %;0.70 - 0.90 %;1.65 - 2.0 %;0.20 - 0.30 %;0%;7.85 g/cc;323;44.5 W/m-K;0.475 J/g-°C;12.3 µm/m-°C @Temperature 20.0 °C;0.0000248 ohm-cm @Temperature 20.0 °C;NA;159 GPa;200 GPa;78.0 GPa;0.29;NA;NA
97.33 - 97.87 %;0.33 - 0.38 %;<= 0.030 %;0.15 - 0.35 %;<= 0.030 %;0.60 - 0.85 %;0.90 - 1.2 %;<= 0.250 %;0.15 - 0.30 %;<= 0.300 %;7.85 g/cc;NA;42.7 W/m-K;0.477 J/g-°C;NA;0.0000223 ohm-cm;NA;160 GPa;205 GPa;80.0 GPa;0.29;NA;NA
96.485 - 97.93 %;0.37 - 0.44 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.70 - 1.05 %;0.35 - 0.65 %;0.35 - 0.75 %;0.15 - 0.25 %;0%;7.85 g/cc;362;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;17 %;160 GPa;205 GPa;80.0 GPa;0.29;1000 MPa;1165 MPa
